POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
4781;BOTUPORA;BA;Estadual;Urbana;121;482.65;525.33;480.88;439.0;476.86;480.94
4782;CONGO;PB;Estadual;Urbana;26;486.75;527.54;450.63;449.8;490.0;480.94
4783;PORTO ESPERIDIAO;MT;Estadual;Urbana;42;490.24;539.86;482.18;461.87;430.48;480.93
4784;MINAS DO LEAO;RS;Estadual;Urbana;31;483.34;519.0;445.36;448.45;508.39;480.91
4785;SAO DOMINGOS DAS DORES;MG;Estadual;Urbana;44;489.78;529.16;478.46;463.42;443.64;480.89
4786;EUGENIO DE CASTRO;RS;Estadual;Urbana;13;487.67;522.83;457.44;450.34;486.15;480.89
4787;PORTO VELHO;RO;Estadual;Urbana;3286;491.37;532.38;468.26;449.0;463.4;480.88
4788;PARANAIBA;MS;Estadual;Urbana;214;491.8;526.83;467.94;453.02;464.77;480.87
4789;RIO DOS INDIOS;RS;Estadual;Urbana;23;479.23;534.69;489.69;432.85;467.83;480.86
4790;TABATINGA;SP;Municipal;Urbana;2;495.85;528.3;525.15;434.95;420.0;480.85
4791;ARATACA;BA;Estadual;Rural;23;484.99;528.64;475.82;453.87;460.87;480.84
4792;CHAPADAO DO LAGEADO;SC;Estadual;Urbana;26;482.67;537.73;479.39;458.27;446.15;480.84
4793;MACAMBARA;RS;Estadual;Rural;11;479.78;512.77;469.7;454.57;487.27;480.82
4794;BERTOPOLIS;MG;Estadual;Urbana;23;503.87;536.6;456.77;425.98;480.87;480.82
4795;CROMINIA;GO;Estadual;Urbana;18;487.97;527.26;461.9;465.82;461.11;480.81
4796;TAGUAI;SP;Estadual;Urbana;62;498.33;530.23;477.42;456.15;441.94;480.81
4797;SAO ROQUE DE MINAS;MG;Estadual;Urbana;34;498.92;525.81;482.08;458.4;438.82;480.81
4798;INCONFIDENTES;MG;Estadual;Urbana;23;504.24;515.7;468.34;455.7;460.0;480.8
4799;SAO GABRIEL DO OESTE;MS;Estadual;Rural;4;516.88;547.97;478.68;455.45;405.0;480.79
4800;GUAIMBE;SP;Estadual;Urbana;50;492.82;536.34;473.39;460.94;440.4;480.78
4801;SERTANIA;PE;Estadual;Urbana;196;498.22;530.39;469.9;443.28;462.04;480.77
4802;ALAMBARI;SP;Estadual;Urbana;31;509.47;531.6;467.26;453.6;441.94;480.77
4803;PONTAL;SP;Estadual;Urbana;188;501.66;528.14;467.08;457.46;449.47;480.76
4804;VITOR MEIRELES;SC;Estadual;Rural;2;494.6;505.65;518.3;375.1;510.0;480.73
4805;POTE;MG;Estadual;Urbana;56;486.82;537.77;475.15;443.52;460.36;480.72
4806;AGUAS DA PRATA;SP;Estadual;Urbana;35;489.4;525.08;457.93;444.89;486.29;480.72
4807;CAFEZAL DO SUL;PR;Estadual;Urbana;23;487.64;523.15;473.27;442.98;476.52;480.71
4808;LUIS EDUARDO MAGALHAES;BA;Municipal;Urbana;3;501.9;577.47;455.07;462.43;406.67;480.71
4809;MONTANHA;ES;Estadual;Urbana;125;487.34;522.03;470.36;459.74;464.0;480.69
4810;RIO DE CONTAS;BA;Estadual;Urbana;41;487.6;513.81;479.19;466.02;456.59;480.64
4811;UBIRETAMA;RS;Estadual;Urbana;28;488.9;523.59;486.46;448.52;455.71;480.64
4812;RIBEIRAO GRANDE;SP;Estadual;Rural;16;522.68;538.58;460.51;432.99;448.44;480.64
4813;SAO FRANCISCO DE ASSIS;RS;Estadual;Rural;11;507.03;548.99;477.64;433.15;436.36;480.63
4814;GOIANESIA;GO;Estadual;Urbana;549;495.44;530.67;469.65;453.07;454.33;480.63
4815;BELTERRA;PA;Estadual;Urbana;48;492.32;512.28;473.94;429.5;495.0;480.61
4816;GLAUCILANDIA;MG;Estadual;Rural;9;498.78;514.24;482.92;471.48;435.56;480.6
4817;ITUPIRANGA;PA;Municipal;Rural;1;572.3;612.3;469.0;429.3;320.0;480.58
4818;SANTA CECILIA;SC;Estadual;Urbana;101;489.48;524.82;473.7;443.65;471.09;480.55
4819;BOM JARDIM;PE;Estadual;Urbana;114;495.85;524.96;470.87;436.66;474.39;480.55
4820;SANTO ANTONIO DE JESUS;BA;Estadual;Urbana;486;494.25;534.72;466.79;443.88;463.03;480.53
4821;SILVA JARDIM;RJ;Estadual;Urbana;58;512.8;529.82;462.69;448.69;448.62;480.52
4822;PEIXE;TO;Estadual;Urbana;62;484.78;524.29;462.1;452.65;478.71;480.51
4823;JUSSARA;PR;Estadual;Urbana;26;489.0;528.6;474.95;445.39;464.62;480.51
4824;SANTO ANTONIO DO JACINTO;MG;Estadual;Urbana;31;477.49;535.27;474.58;455.22;460.0;480.51
4825;PARANACITY;PR;Estadual;Urbana;68;489.23;524.35;476.05;433.73;479.12;480.5
4826;WANDERLEY;BA;Estadual;Urbana;48;491.95;528.36;450.67;424.02;507.5;480.5
4827;VILA RICA;MT;Estadual;Urbana;82;488.55;535.62;485.41;439.59;453.17;480.47
4828;JUARA;MT;Estadual;Urbana;204;491.69;531.02;473.51;440.68;465.39;480.46
4829;PONTE ALTA;SC;Estadual;Urbana;14;479.44;510.78;464.15;457.66;490.0;480.4
4830;JATAIZINHO;PR;Estadual;Urbana;39;497.92;535.84;474.64;439.69;453.85;480.39
4831;HORIZONTINA;RS;Estadual;Urbana;67;481.6;520.75;469.06;454.37;476.12;480.38
4832;SORRISO;MT;Estadual;Urbana;458;484.91;519.95;474.97;454.36;467.69;480.38
4833;RIFAINA;SP;Estadual;Urbana;24;476.73;519.95;463.79;452.23;489.17;480.37
4834;MANGARATIBA;RJ;Estadual;Urbana;145;501.35;522.69;462.79;444.54;470.48;480.37
4835;CAMPO BONITO;PR;Estadual;Urbana;26;478.31;518.88;472.38;456.71;475.38;480.33
4836;ITIRAPUA;SP;Estadual;Urbana;23;502.11;528.33;464.56;442.31;464.35;480.33
4837;AMETISTA DO SUL;RS;Estadual;Urbana;57;503.29;526.42;475.27;430.32;466.32;480.32
4838;CENTENARIO DO SUL;PR;Estadual;Urbana;66;493.01;524.87;471.38;456.46;455.76;480.3
4839;GUANAMBI;BA;Estadual;Rural;18;501.53;538.01;464.24;434.29;463.33;480.28
4840;AFOGADOS DA INGAZEIRA;PE;Estadual;Urbana;188;499.61;520.55;461.08;446.14;473.83;480.24
4841;ANTONINA;PR;Estadual;Urbana;88;492.99;533.11;479.76;433.97;461.36;480.24
4842;CAPIVARI DE BAIXO;SC;Privada;Urbana;3;498.77;520.1;489.4;499.6;393.33;480.24
4843;CIPO;BA;Estadual;Urbana;58;491.13;533.73;476.46;462.91;436.9;480.23
4844;FUNILANDIA;MG;Estadual;Urbana;20;496.49;520.87;477.06;458.75;448.0;480.23
4845;SANTO ANTONIO DAS MISSOES;RS;Estadual;Rural;36;492.15;537.22;455.99;454.64;461.11;480.22
4846;MINEIROS;GO;Estadual;Urbana;343;494.38;529.51;473.02;450.27;453.93;480.22
4847;IMPERATRIZ;MA;Estadual;Urbana;1948;491.26;528.59;464.74;439.33;477.1;480.21
4848;GRANJA;CE;Estadual;Rural;83;488.34;533.58;469.83;469.01;440.24;480.2
4849;TEIXEIRA DE FREITAS;BA;Estadual;Urbana;906;496.37;528.67;463.37;438.79;473.77;480.19
4850;CAEM;BA;Estadual;Urbana;36;489.53;528.01;471.92;428.09;483.33;480.18
4851;SAO JOSE DO BELMONTE;PE;Estadual;Urbana;250;491.76;519.43;468.81;457.62;463.28;480.18
4852;MATO VERDE;MG;Estadual;Urbana;69;482.08;518.61;468.89;450.64;480.58;480.16
4853;BREJO DA MADRE DE DEUS;PE;Estadual;Urbana;153;484.37;525.21;460.0;454.81;476.34;480.15
4854;QUILOMBO;SC;Estadual;Urbana;79;481.71;520.38;470.71;435.42;492.41;480.13
4855;SENADOR AMARAL;MG;Estadual;Urbana;16;488.36;522.52;471.89;466.58;451.25;480.12
4856;MUNDO NOVO;MS;Estadual;Urbana;96;496.34;541.83;468.7;443.53;450.21;480.12
4857;CARDOSO;SP;Estadual;Urbana;48;496.24;516.77;475.99;446.9;464.58;480.1
4858;GUARDA-MOR;MG;Estadual;Urbana;37;483.51;530.1;473.52;454.35;458.92;480.08
4859;FLEXEIRAS;AL;Municipal;Urbana;7;485.96;539.77;472.97;427.31;474.29;480.06
4860;FRANCISCO MORATO;SP;Estadual;Urbana;1076;500.74;532.21;462.05;445.58;459.67;480.05
4861;ITAPAGE;CE;Estadual;Urbana;476;495.7;522.79;470.06;452.49;459.16;480.04
4862;SAUDADES;SC;Estadual;Rural;2;452.4;548.1;525.35;444.25;430.0;480.02
4863;GUAPIMIRIM;RJ;Estadual;Urbana;149;500.66;528.92;460.48;439.23;470.74;480.01
4864;MODELO;SC;Estadual;Rural;1;506.2;591.7;410.3;371.8;520.0;480.0
4865;GLORIA;BA;Estadual;Urbana;49;483.51;531.07;461.54;440.04;483.67;479.97
4866;ELDORADO DO SUL;RS;Estadual;Urbana;99;499.14;537.56;459.95;450.88;452.32;479.97
4867;ITURAMA;MG;Estadual;Urbana;198;491.41;526.6;475.19;456.49;450.12;479.96
4868;TABULEIRO DO NORTE;CE;Estadual;Urbana;287;482.7;518.74;469.18;457.34;471.85;479.96
4869;ITAIPE;MG;Estadual;Urbana;64;488.18;518.81;464.29;444.73;483.75;479.95
4870;DILERMANDO DE AGUIAR;RS;Estadual;Urbana;15;494.63;538.75;466.15;437.48;462.67;479.94
4871;MIRANTE DO PARANAPANEMA;SP;Estadual;Urbana;79;497.07;528.18;466.97;456.47;450.89;479.92
4872;QUINTANA;SP;Estadual;Urbana;26;493.27;529.18;471.25;448.2;457.69;479.92
4873;MENDES PIMENTEL;MG;Estadual;Urbana;30;495.02;508.64;479.65;445.64;470.67;479.92
4874;CAPOEIRAS;PE;Estadual;Urbana;101;494.6;521.05;468.26;458.79;456.83;479.91
4875;PARANAGUA;PR;Estadual;Urbana;671;499.1;531.68;458.37;446.56;463.83;479.91
4876;NOVA XAVANTINA;MT;Estadual;Urbana;124;492.08;533.99;480.83;445.34;447.26;479.9
4877;SAO LUIS;MA;Estadual;Urbana;6587;495.7;529.59;463.47;438.75;471.88;479.88
4878;MINAS NOVAS;MG;Estadual;Urbana;213;489.89;528.79;471.03;456.78;452.77;479.85
4879;ITORORO;BA;Estadual;Urbana;49;485.13;531.84;459.72;448.18;474.29;479.83
4880;EWBANK DA CAMARA;MG;Estadual;Urbana;24;508.08;550.57;459.34;450.3;430.83;479.82
4881;TROMBUDO CENTRAL;SC;Estadual;Urbana;34;484.11;539.09;454.28;452.77;468.82;479.82
4882;JUQUITIBA;SP;Estadual;Urbana;223;498.93;526.64;469.66;452.09;451.75;479.81
4883;LIMOEIRO;PE;Estadual;Urbana;455;493.89;523.24;464.63;449.97;467.26;479.8
4884;TAQUARAL DE GOIAS;GO;Estadual;Urbana;21;488.02;521.98;465.69;468.01;455.24;479.79
4885;SAO DOMINGOS;SE;Estadual;Urbana;63;494.05;520.11;471.57;440.66;472.38;479.76
4886;CASSILANDIA;MS;Estadual;Urbana;97;493.8;526.47;474.56;458.57;445.36;479.75
4887;CURRAL DE DENTRO;MG;Estadual;Urbana;25;490.54;530.32;474.61;428.03;475.2;479.74
4888;CONCEICAO DO RIO VERDE;MG;Estadual;Urbana;68;502.4;532.56;461.28;458.23;444.12;479.72
4889;TEOLANDIA;BA;Estadual;Urbana;35;483.41;525.08;468.38;433.71;488.0;479.72
4890;MIRACATU;SP;Estadual;Urbana;107;485.58;528.0;463.01;456.39;465.61;479.72
4891;POCAO;PE;Estadual;Urbana;53;501.86;533.12;468.84;439.99;454.72;479.71
4892;CARLINDA;MT;Estadual;Urbana;58;488.72;530.78;469.67;447.6;461.72;479.7
4893;SAO SEBASTIAO DA AMOREIRA;PR;Estadual;Urbana;68;485.76;523.75;460.63;434.52;493.82;479.7
4894;RUSSAS;CE;Estadual;Urbana;635;489.11;518.56;469.02;455.88;465.77;479.67
4895;AREIAS;SP;Estadual;Urbana;12;511.54;518.47;441.01;443.79;483.33;479.63
4896;SAO JOSE DOS CORDEIROS;PB;Estadual;Urbana;13;491.34;516.69;446.88;457.02;486.15;479.62
4897;FLORESTA AZUL;BA;Municipal;Rural;1;535.9;603.5;563.4;375.3;320.0;479.62
4898;JATOBA;PE;Estadual;Urbana;99;495.16;528.06;471.42;451.41;452.03;479.61
4899;SAO GABRIEL DA PALHA;ES;Estadual;Urbana;250;492.59;525.75;465.31;441.27;473.04;479.59
4900;PARNAMIRIM;RN;Estadual;Urbana;939;497.4;527.57;463.28;443.14;466.47;479.57
4901;PALMAS;TO;Estadual;Urbana;1875;495.71;531.7;463.83;447.56;459.02;479.56
4902;LIMOEIRO DO NORTE;CE;Estadual;Urbana;505;487.75;519.4;466.46;447.11;476.78;479.5
4903;GENERAL CARNEIRO;MT;Estadual;Urbana;13;476.06;527.58;473.18;446.82;473.85;479.5
4904;GOIATUBA;GO;Municipal;Urbana;7;491.44;501.66;471.56;455.69;477.14;479.5
4905;VALE DO ANARI;RO;Estadual;Urbana;24;492.82;534.38;473.77;453.98;442.5;479.49
4906;VARZEA;RN;Estadual;Urbana;18;485.53;515.15;443.11;449.18;504.44;479.48
4907;ARAIOSES;MA;Municipal;Rural;9;474.74;541.59;439.42;466.07;475.56;479.48
4908;LIVRAMENTO;PB;Estadual;Urbana;38;485.04;521.83;453.33;424.57;512.63;479.48
4909;VOLTA GRANDE;MG;Estadual;Urbana;14;483.57;536.42;463.94;466.29;447.14;479.47
4910;GOIABEIRA;MG;Estadual;Urbana;14;505.93;535.79;456.14;440.86;458.57;479.46
4911;LINDOESTE;PR;Estadual;Urbana;29;488.01;535.25;465.02;442.01;466.9;479.44
4912;ARAPUTANGA;MT;Estadual;Urbana;90;498.0;534.29;476.33;441.2;447.33;479.43
4913;PAULISTA;PE;Estadual;Urbana;1357;494.52;526.5;462.54;446.74;466.82;479.42
4914;TREMEDAL;BA;Municipal;Rural;7;499.19;545.47;460.97;459.99;431.43;479.41
4915;PINHEIROS;ES;Estadual;Urbana;161;490.19;524.05;464.28;442.72;475.78;479.4
4916;CASTANHAL;PA;Estadual;Urbana;1088;493.63;530.18;469.88;438.97;464.34;479.4
4917;ARACUAI;MG;Estadual;Urbana;168;495.47;531.68;459.35;441.88;468.62;479.4
4918;JAPIRA;PR;Estadual;Urbana;29;489.2;523.6;458.78;449.53;475.86;479.39
4919;SAO GABRIEL;RS;Municipal;Urbana;7;505.76;523.24;430.89;456.97;480.0;479.37
4920;TEIXEIRA DE FREITAS;BA;Municipal;Urbana;2;470.0;483.35;496.15;407.35;540.0;479.37
4921;ARROIO DOS RATOS;RS;Estadual;Urbana;48;504.9;520.77;452.82;446.07;472.08;479.33
4922;BELMONTE;SC;Estadual;Urbana;19;481.88;516.95;481.38;484.79;431.58;479.32
4923;ANGRA DOS REIS;RJ;Estadual;Rural;9;522.29;512.86;454.44;458.11;448.89;479.32
4924;SANTA TEREZA DO OESTE;PR;Estadual;Urbana;45;486.66;525.5;464.5;456.82;463.11;479.32
4925;LOURDES;SP;Estadual;Urbana;15;505.35;514.81;476.3;450.77;449.33;479.31
4926;FLOREAL;SP;Estadual;Urbana;10;484.83;501.0;451.23;439.45;520.0;479.3
4927;CAMPOS SALES;CE;Municipal;Urbana;2;531.6;525.95;470.75;498.2;370.0;479.3
4928;MACAUBAS;BA;Estadual;Urbana;231;487.07;522.6;469.39;443.49;473.85;479.28
4929;BELMIRO BRAGA;MG;Estadual;Urbana;12;487.02;528.88;457.76;484.42;438.33;479.28
4930;MAR VERMELHO;AL;Estadual;Urbana;15;480.97;515.35;466.8;435.88;497.33;479.27
4931;JUINA;MT;Estadual;Rural;19;484.98;533.69;458.91;461.91;456.84;479.27
4932;JAGUARUANA;CE;Estadual;Urbana;374;490.46;520.09;463.6;456.04;466.04;479.25
4933;ITACAMBIRA;MG;Estadual;Urbana;36;493.71;524.92;460.26;440.68;476.67;479.25
4934;SAO PEDRO DO SUACUI;MG;Estadual;Urbana;26;497.8;533.07;471.63;447.45;446.15;479.22
4935;RIBEIRAO CLARO;PR;Municipal;Urbana;1;506.9;542.7;486.4;540.1;320.0;479.22
4936;CONCEICAO DO ALMEIDA;BA;Privada;Urbana;10;517.13;524.07;466.25;428.64;460.0;479.22
4937;SAO JOAO EVANGELISTA;MG;Estadual;Urbana;69;498.36;526.59;473.57;439.02;458.55;479.22
4938;SAO BORJA;RS;Estadual;Urbana;372;499.39;528.42;454.75;433.32;480.11;479.2
4939;POJUCA;BA;Estadual;Urbana;145;495.0;532.97;471.61;430.08;466.34;479.2
4940;ILHEUS;BA;Estadual;Urbana;882;492.38;531.37;466.39;438.84;466.91;479.18
4941;PLANALTINA DO PARANA;PR;Estadual;Urbana;24;468.88;534.09;475.83;409.55;507.5;479.17
4942;MINEIROS DO TIETE;SP;Estadual;Urbana;59;490.73;521.57;453.99;460.42;469.15;479.17
4943;PARIPIRANGA;BA;Estadual;Urbana;164;484.23;528.31;474.6;441.89;466.71;479.15
4944;BONFINOPOLIS;GO;Estadual;Urbana;52;504.11;526.97;474.44;441.38;448.85;479.15
4945;IACANGA;SP;Estadual;Urbana;48;493.66;520.5;461.98;455.05;464.58;479.15
4946;ADRIANOPOLIS;PR;Estadual;Urbana;26;510.38;542.46;459.27;457.46;426.15;479.15
4947;MAGE;RJ;Estadual;Urbana;1255;496.57;527.31;462.75;439.4;469.5;479.11
4948;PALMACIA;CE;Estadual;Urbana;112;498.05;531.4;465.7;440.03;460.36;479.11
4949;MINDURI;MG;Estadual;Urbana;19;499.69;541.42;467.32;409.24;477.89;479.11
4950;IPABA;MG;Estadual;Rural;4;491.6;548.58;464.6;460.75;430.0;479.1
4951;JANDAIA DO SUL;PR;Estadual;Urbana;141;494.72;534.68;466.9;447.26;451.91;479.09
4952;ESPERA FELIZ;MG;Estadual;Rural;10;524.1;549.82;481.45;399.98;440.0;479.07
4953;RANCHO ALEGRE;PR;Estadual;Urbana;20;483.19;533.42;450.96;441.79;486.0;479.07
4954;NOVA UNIAO;MG;Estadual;Urbana;55;475.81;519.03;459.64;456.47;484.36;479.06
4955;ARAQUARI;SC;Estadual;Urbana;88;484.63;533.89;462.49;453.74;460.45;479.04
4956;GOVERNADOR EDISON LOBAO;MA;Estadual;Rural;18;488.83;545.92;470.86;434.01;455.56;479.03
4957;SAO JOSE DO DIVINO;PI;Estadual;Urbana;36;480.8;532.02;484.55;448.35;449.44;479.03
4958;PINHAO;PR;Estadual;Urbana;171;487.72;528.43;474.06;446.34;458.6;479.03
4959;BOM JESUS DA LAPA;BA;Estadual;Urbana;243;490.19;530.96;463.8;439.02;471.11;479.02
4960;SANGAO;SC;Estadual;Urbana;37;486.79;521.45;459.49;449.49;477.84;479.01
4961;SAO TOME;PR;Estadual;Urbana;43;477.33;532.88;474.17;444.63;466.05;479.01
4962;REMIGIO;PB;Estadual;Urbana;123;495.6;532.56;465.81;442.93;458.05;478.99
4963;BOM PROGRESSO;RS;Estadual;Rural;13;483.68;527.84;466.55;464.59;452.31;478.99
4964;ITAPURANGA;GO;Estadual;Urbana;199;495.44;528.52;469.75;449.19;452.06;478.99
4965;DIORAMA;GO;Estadual;Urbana;8;522.7;539.14;492.78;437.66;402.5;478.96
4966;PAULO AFONSO;BA;Estadual;Urbana;414;496.32;521.83;464.38;440.18;472.08;478.96
4967;SAO FELIX DO CORIBE;BA;Estadual;Urbana;110;488.5;531.3;485.57;434.1;455.27;478.95
4968;BOM JARDIM DE GOIAS;GO;Estadual;Urbana;52;494.37;515.08;485.54;445.54;454.23;478.95
4969;TRINDADE;GO;Estadual;Urbana;667;495.13;532.79;469.48;445.12;452.04;478.91
4970;TANQUE NOVO;BA;Estadual;Urbana;84;476.08;515.62;464.45;464.76;473.57;478.9
4971;SANTA HELENA;PB;Estadual;Urbana;30;495.69;529.53;471.42;441.08;456.67;478.88
4972;MIRASSOL;SP;Estadual;Rural;12;487.16;543.0;469.77;487.74;406.67;478.87
4973;VISTA ALEGRE;RS;Estadual;Urbana;20;484.49;526.44;476.11;446.24;461.0;478.86
4974;INGAZEIRA;PE;Estadual;Urbana;34;477.5;518.92;453.79;485.79;458.24;478.85
4975;MASSARANDUBA;SC;Estadual;Rural;12;479.02;516.62;473.65;491.55;433.33;478.84
4976;NOVA LUZITANIA;SP;Estadual;Urbana;18;496.26;528.08;460.0;423.18;486.67;478.84
4977;MAJOR VIEIRA;SC;Estadual;Urbana;38;489.3;528.27;478.28;448.86;449.47;478.84
4978;CASSIA DOS COQUEIROS;SP;Estadual;Urbana;12;511.92;527.14;459.83;453.63;441.67;478.84
4979;PARICONHA;AL;Estadual;Urbana;47;492.9;523.17;454.38;428.82;494.89;478.83
4980;PUXINANA;PB;Estadual;Urbana;57;502.29;532.42;468.92;438.6;451.93;478.83
4981;NOVA TIMBOTEUA;PA;Estadual;Urbana;70;481.83;532.95;466.72;420.08;492.57;478.83
4982;ARMACAO DOS BUZIOS;RJ;Estadual;Urbana;32;500.88;520.9;454.34;436.12;481.88;478.82
4983;RIBEIRAO;PE;Estadual;Urbana;185;491.1;522.77;462.13;442.08;475.89;478.79
4984;AMARAJI;PE;Estadual;Urbana;72;500.6;517.9;469.5;433.9;471.94;478.77
4985;LAGOA DO OURO;PE;Estadual;Urbana;97;500.75;525.69;472.34;444.54;450.52;478.77
4986;ANDIRA;PR;Estadual;Urbana;140;494.52;522.22;455.67;454.55;466.86;478.76
4987;SAO GABRIEL DA PALHA;ES;Privada;Rural;16;470.14;530.33;488.34;454.92;450.0;478.75
4988;ESPERANCA;PB;Estadual;Urbana;160;496.46;531.18;461.64;438.86;465.62;478.75
4989;URUTAI;GO;Estadual;Urbana;13;494.55;515.15;445.4;426.31;512.31;478.74
4990;LUCIANOPOLIS;SP;Estadual;Urbana;12;502.64;532.9;459.32;452.12;446.67;478.73
4991;MARAGOGI;AL;Privada;Urbana;2;503.85;544.85;478.9;426.0;440.0;478.72
4992;LEANDRO FERREIRA;MG;Estadual;Urbana;12;496.78;533.27;477.22;466.32;420.0;478.72
4993;ENTRE RIOS DO SUL;RS;Estadual;Urbana;21;500.5;532.17;445.76;442.73;472.38;478.71
4994;CAMPINA DA LAGOA;PR;Estadual;Rural;2;478.35;518.8;455.15;501.15;440.0;478.69
4995;NOVA MUTUM;MT;Estadual;Rural;38;478.76;530.02;480.03;456.71;447.89;478.68
4996;BARRA DO QUARAI;RS;Estadual;Urbana;17;498.46;526.75;464.75;429.34;474.12;478.68
4997;JACI;SP;Estadual;Urbana;47;492.2;519.48;460.05;460.71;460.85;478.66
4998;POTIM;SP;Estadual;Urbana;54;498.64;519.99;453.12;441.17;480.37;478.66
4999;SAO JOSE DO RIO CLARO;MT;Privada;Urbana;12;477.24;511.84;476.09;456.47;471.67;478.66
5000;PLACAS;PA;Privada;Rural;3;471.6;508.67;475.4;417.6;520.0;478.65
5001;MATO CASTELHANO;RS;Municipal;Rural;1;456.9;594.0;485.9;376.4;480.0;478.64
5002;MARACANAU;CE;Estadual;Urbana;2156;491.57;524.44;461.86;447.57;467.76;478.64
5003;ITAUBA;MT;Estadual;Urbana;44;490.95;530.24;464.87;454.4;452.73;478.64
5004;IBIRATAIA;BA;Estadual;Urbana;77;487.18;529.06;465.96;432.3;478.7;478.64
5005;RUBIATABA;GO;Estadual;Urbana;116;494.04;533.23;465.7;448.01;452.16;478.63
5006;NATUBA;PB;Estadual;Urbana;21;492.99;522.67;466.44;432.98;478.1;478.63
5007;SANTA JULIANA;MG;Estadual;Urbana;53;499.39;517.02;466.01;457.47;453.21;478.62
5008;MAIRI;BA;Estadual;Urbana;65;489.04;516.69;469.44;440.34;477.54;478.61
5009;SALVADOR;BA;Estadual;Urbana;11333;495.0;531.63;462.73;443.43;460.09;478.58
5010;BAIXO GUANDU;ES;Estadual;Urbana;153;492.32;520.69;463.36;451.72;464.71;478.56
5011;MATIPO;MG;Estadual;Urbana;98;493.46;526.75;467.98;459.06;445.51;478.55
5012;PEDRO AVELINO;RN;Estadual;Urbana;7;495.19;525.94;456.2;455.4;460.0;478.55
5013;TIMBAUBA DOS BATISTAS;RN;Estadual;Urbana;27;490.05;523.54;468.38;441.86;468.89;478.54
5014;DIANOPOLIS;TO;Estadual;Urbana;139;493.39;527.65;468.28;457.05;446.33;478.54
5015;BOA VISTA DA APARECIDA;PR;Estadual;Urbana;42;492.19;526.54;467.79;448.99;457.14;478.53
5016;CACULE;BA;Privada;Rural;25;469.72;521.65;484.46;478.37;438.4;478.52
5017;SANTA CRUZ DO ESCALVADO;MG;Estadual;Urbana;26;495.42;530.22;471.93;470.43;424.62;478.52
5018;MANHUMIRIM;MG;Estadual;Urbana;85;490.63;535.04;472.9;442.01;452.0;478.51
5019;SAO JOAO DO TRIUNFO;PR;Estadual;Rural;22;502.35;547.9;474.25;441.7;426.36;478.51
5020;NOVO CABRAIS;RS;Estadual;Urbana;17;513.7;542.62;452.66;423.58;460.0;478.51
5021;ALTINHO;PE;Estadual;Urbana;120;491.47;520.13;466.44;444.73;469.67;478.49
5022;NOVA LONDRINA;PR;Estadual;Urbana;77;490.86;526.89;472.13;443.11;459.48;478.49
5023;ALTA FLORESTA;MT;Estadual;Urbana;340;495.72;529.03;468.42;447.18;452.06;478.48
5024;CORACAO DE JESUS;MG;Estadual;Urbana;123;497.92;531.85;459.67;442.54;460.33;478.46
5025;AREIAL;PB;Municipal;Urbana;7;502.91;507.44;430.3;428.7;522.86;478.44
5026;APARECIDA;PB;Estadual;Urbana;35;479.37;525.33;470.72;425.81;490.86;478.42
5027;WAGNER;BA;Estadual;Urbana;30;487.96;532.32;462.35;430.73;478.67;478.4
5028;PACOTI;CE;Estadual;Urbana;137;498.71;522.82;462.24;444.24;463.94;478.39
5029;CAMBARA;PR;Estadual;Urbana;132;484.77;524.66;460.1;439.27;483.03;478.37
5030;MATA VERDE;MG;Estadual;Urbana;56;496.97;533.18;455.96;451.11;454.64;478.37
5031;FIGUEIRA;PR;Estadual;Urbana;42;500.01;515.57;465.91;428.4;481.9;478.36
5032;PRESIDENTE MEDICI;RO;Estadual;Urbana;175;488.04;526.1;475.6;457.75;444.11;478.32
5033;MEDINA;MG;Estadual;Urbana;106;490.87;522.38;470.78;432.59;474.91;478.31
5034;TUNEIRAS DO OESTE;PR;Estadual;Urbana;55;478.12;533.28;466.17;452.1;461.82;478.3
5035;GUARAQUECABA;PR;Estadual;Rural;6;496.62;521.98;443.07;406.45;523.33;478.29
5036;MARIO CAMPOS;MG;Estadual;Urbana;49;492.67;526.37;457.28;456.73;458.37;478.28
5037;PRADO;BA;Estadual;Urbana;70;502.44;530.81;458.89;443.98;455.14;478.25
5038;SABINOPOLIS;MG;Estadual;Urbana;56;494.44;525.37;464.83;462.68;443.93;478.25
5039;TABAPORA;MT;Estadual;Urbana;34;480.79;519.73;470.66;445.31;474.71;478.24
5040;JARDIM;MS;Privada;Urbana;32;501.12;542.22;472.09;442.56;433.12;478.22
5041;NEVES PAULISTA;SP;Estadual;Urbana;38;493.51;528.12;469.36;464.32;435.79;478.22
5042;GUANHAES;MG;Estadual;Urbana;228;496.06;530.27;466.51;448.68;449.56;478.22
5043;BERNARDO DO MEARIM;MA;Estadual;Urbana;11;492.5;536.65;470.85;447.35;443.64;478.2
5044;JARU;RO;Estadual;Urbana;298;493.84;534.5;471.64;445.9;445.1;478.2
5045;PASSO DO SOBRADO;RS;Estadual;Urbana;34;503.21;525.3;471.0;429.7;461.76;478.19
5046;JOIA;RS;Estadual;Urbana;39;490.07;523.66;474.51;433.41;469.23;478.18
5047;CORDEIROS;BA;Estadual;Urbana;60;494.56;524.21;459.1;453.28;459.67;478.16
